name,type,latitude,longitude
GRNVALY_1_N025,Generation Node,36.9521,-121.76
NWKDIST_2_N001,Load Node,37.48,-121.98
NWKDIST_2_N004,Load Node,37.48,-121.98
PNTARNA_6_N001,Load Node,38.9126,-123.68
GARCIA_6_N001,Load Node,38.8888,-123.55
BOLINAS_6_N001,Load Node,37.9411,-122.71
GILROYF_1_B1,Generation Node,37.14,-121.58
GILROYF_1_N001,Load Node,37.14,-121.58
GLRYCGG1_7_B2,Generation Node,37.13,-121.56
GLRYCGG1_7_N001,Load Node,37.13,-121.56
LLAGAS_1_N001,Load Node,37.0069,-121.56
LLAGAS_1_N003,Load Node,37.0069,-121.56
LLAGAS_1_N005,Load Node,37.0069,-121.56
CRCANAL_6_N001,Load Node,40.1384,-122.21
MTVIEW_1_N005,Load Node,34.0792,-117.24
MTVIEW_1_N001,Load Node,34.0792,-117.24
MTVIEW_1_N004,Load Node,34.0792,-117.24
CLARMNT_1_N001,Load Node,32.8259,-117.18
CLARMNT_1_N028,Generation Node,32.8259,-117.18
WHISMAN_1_N001,Load Node,37.4049,-122.07
WHISMAN_1_N004,Load Node,37.4049,-122.07
WHISMAN_1_N009,Load Node,37.4049,-122.07
DFS_1_N001,Load Node,36.72,-120.6
OLIVHRST_1_N001,Load Node,39.0919,-121.54
OLIVHRST_1_N002,Load Node,39.0919,-121.54
OLEUM_1_B1,Generation Node,38.04,-122.25
STKTONA_6_N001,Load Node,37.9471,-121.29
STKTONA_6_N004,Load Node,37.9471,-121.29
POMERADO_6_N001,Load Node,32.9414,-117.03
POMERADO_6_N004,Load Node,32.9414,-117.03
POMERADO_6_N008,Load Node,32.9414,-117.03
PERMNNTE_6_N002,Load Node,34.3558,-116.86
GOALLINE_6_N001,Generation Node,33.1157,-117.09
RIOOSO_1_N033,Generation Node,38.9364,-121.47
SLAC_2_N005,Generation Node,37.42,-122.2
SLA_2_N001,Load Node,37.42,-122.2
SLA_2_N004,Load Node,37.42,-122.2
TYLER_6_N001,Load Node,40.1384,-122.21
TYLER_6_N002,Load Node,40.1384,-122.21
GERBER_6_N101,Load Node,40.0642,-122.16
ELK_6_N001,Load Node,39.1295,-123.71
RICHMOND_1_N001,Load Node,37.9259,-122.37
RICHMOND_1_N004,Generation Node,37.9259,-122.37
DUNBAR_6_N001,Load Node,38.3832,-122.53
DUNBAR_6_N002,Load Node,38.3832,-122.53
RAWSON_6_N002,Load Node,40.1453,-122.21
RAWSON_6_N001,Load Node,40.1453,-122.21
NEORBLF_7_B1,Generation Node,40.1827,-122.24
WHITMORE_6_N001,Load Node,40.6288,-121.92
VALLYVW_1_N001,Load Node,37.9661,-122.28
VALLYVW_1_N003,Load Node,37.9661,-122.28
IMHOFF_1_N001,Load Node,38.0015,-122.07
NEWARK_2_B1,Generation Node,37.51,-121.95
NEWARK_2_B2,Generation Node,37.51,-121.95
WHEATLND_6_N001,Load Node,39.0131,-121.42
STAFFORD_6_N002,Load Node,38.12,-122.61
STAFFORD_6_N101,Load Node,38.12,-122.61
DUMBARTN_1_N001,Load Node,37.5571,-122.06
DUMBARTN_1_N003,Load Node,37.5571,-122.06
DUMBARTN_1_N011,Load Node,37.5571,-122.06
STELLING_1_N001,Load Node,37.336,-122.04
STELLING_1_N004,Load Node,37.336,-122.04
STELLING_1_N007,Load Node,37.336,-122.04
WOLFE_1_N001,Load Node,37.3351,-122.02
WOLFE_1_N002,Load Node,37.3351,-122.02
WOLFE_1_N007,Load Node,37.3351,-122.02
CRWSLDG_6_N001,Load Node,37.3773,-121.09
WEBER_6_N001,Load Node,37.9198,-121.24
ARCATA_6_N001,Load Node,40.8671,-124.09
CRESTWD_6_N001,Load Node,32.699,-116.35
CHALLNGE_6_N001,Load Node,39.4854,-121.22
VIEJOSC_2_N001,Load Node,36.5787,-121.91
VIEJOSC_2_N004,Load Node,36.5787,-121.91
HAMMER_6_N004,Load Node,38.0213,-121.32
HAMMER_6_N003,Load Node,38.0213,-121.32
HAMMER_6_N001,Load Node,38.0213,-121.32
MRGNHIL_1_N007,Load Node,37.1274,-121.66
MRGNHIL_1_N001,Load Node,37.1274,-121.66
MRGNHIL_1_N004,Load Node,37.1274,-121.66
KUMEYAAY_7_N001,Generation Node,32.699,-116.35
BOLLMAN_1_N003,Load Node,38.04,-121.98
PITTSBRG_6_N101,Load Node,38.0308,-121.87
TRACY_1_N001,Load Node,37.7484,-121.42
TRACY_1_N002,Load Node,37.7484,-121.42
TRACY_1_N007,Load Node,37.7484,-121.42
TRACY_1_N101,Load Node,37.7484,-121.42
VIEJO_6_N001,Load Node,36.5787,-121.91
VIEJO_6_N003,Load Node,36.5787,-121.91
GOLDHILL_1_N033,Generation Node,38.6584,-121.14
PIKECTY_6_N001,Load Node,39.4387,-121
JANSCRK_6_N003,Load Node,40.9053,-124.07
JANSCRK_6_N001,Load Node,40.9053,-124.07
CASTROVL_2_N001,Load Node,37.6913,-122.06
CASTROVL_2_N003,Load Node,37.6913,-122.06
CASTROVL_2_N006,Load Node,36.7627,-121.74
BORONDA_6_N001,Load Node,36.69,-121.68
BELLOTA_2_B1,Generation Node,38.02,-121.01
OIGLASS_1_N001,Load Node,37.75,-121.31
ELCRRTO_1_N001,Load Node,37.9162,-122.3
ELCRRTO_1_N023,Load Node,37.9162,-122.3
LEPRINO_1_N001,Load Node,37.7484,-121.42
LPFLKBD_6_N001,Load Node,40.9053,-124.07
STDOIL_1_N009,Load Node,37.94,-122.38
CHEVGEN1_7_B1,Generation Node,37.93,-122.38
CHEVGEN2_7_B1,Generation Node,37.95,-122.4
ANITA_6_N001,Load Node,39.811,-121.92
COLLRVL1_7_B1,Generation Node,38.14,-120.4
COLLRVL2_7_B1,Generation Node,38.15,-120.39
TELECYN_1_N001,Load Node,32.6379,-117.02
TELECYN_1_N006,Load Node,32.6379,-117.02
TELECYN_1_N014,Load Node,32.6379,-117.02
PIERCY_1_N201,Load Node,37.28,-121.83
SANPBLO_1_N001,Load Node,37.9848,-122.34
RALSTON_2_B1,Generation Node,39,-120.72
WINTERS_6_N001,Load Node,38.5177,-121.95
VINA_6_N001,Load Node,39.9416,-122.04
PETLMAC_6_N002,Load Node,38.239,-122.64
PETLMAC_6_N003,Load Node,38.239,-122.64
PETLMAC_6_N004,Load Node,38.239,-122.64
PPSTLTAP_1_N001,Load Node,38.02,-122.37
PPSTLTAP_1_N104,Load Node,38.02,-122.37
MORAGA_1_N001,Load Node,37.848,-122.16
MIDLFORK_2_B1,Generation Node,39.02,-120.6
WEBER_2_B1,Load Node,37.9198,-121.24
GRANT_1_N001,Load Node,37.6709,-122.16
GRANT_1_N005,Load Node,37.6709,-122.16
RALSTON_7_B1,Generation Node,39,-120.71
SUISUN_1_N001,Load Node,38.2452,-122.04
SUISUN_1_N008,Load Node,38.2452,-122.04
SUISUN_1_N009,Load Node,38.2452,-122.04
SUISUN_1_N010,Generation Node,38.2452,-122.04
VINEYARD_2_N001,Load Node,37.6696,-121.85
VINEYARD_2_N002,Load Node,37.6696,-121.85
INYO_2_N101,Generation Node,35.6526,-117.79
ESTPRTL_1_N001,Load Node,37.8767,-122.19
MIDLFORK_7_B1,Generation Node,39.03,-120.61
MIDLFORK_7_B3,Generation Node,39.03,-120.61
JAMESON_1_N001,Load Node,38.2057,-122.15
SCHMLBCH_1_N001,Load Node,38.3,-121.87
SEAWEST_6_N001,Generation Node,37.7479,-121.67
BRUNSWCK_1_N003,Load Node,39.2311,-121.03
BRUNSWCK_1_N008,Load Node,39.2311,-121.03
GLEAFTP_1_B1,Generation Node,38.94,-121.51
HATTON_6_N001,Load Node,36.5568,-121.9
CANAL_6_N006,Load Node,37.0664,-120.84
CHANNEL_6_N001,Load Node,37.9553,-121.33
EMRYSVE_1_N001,Load Node,39.1634,-121.56
EMRYSVE_1_N003,Load Node,39.1634,-121.56
INGRMC_1_N001,Load Node,37.83,-121.17
PEASE_1_N001,Load Node,39.1701,-121.66
PEASE_1_N008,Load Node,39.1701,-121.66
PEASE_1_N009,Load Node,39.1701,-121.66
FREC_7_B1,Generation Node,39.0961,-121.62
BOGUE_1_N001,Load Node,39.0961,-121.62
BOGUE_1_N201,Load Node,39.0961,-121.62
SALINAS_1_N001,Load Node,36.6832,-121.65
SALINAS_1_N033,Generation Node,36.68,-121.67
SALINAS_1_N024,Load Node,36.6832,-121.65
VASCJCT_6_B1,Generation Node,37.75,-121.71
VASCO_6_N001,Load Node,37.7113,-121.72
VASCO_6_N003,Load Node,37.7113,-121.72
ROGH-RDY_6_N001,Load Node,37.9553,-121.33
SANRAMON_2_N001,Load Node,37.745,-121.94
SANRAMON_2_N023,Load Node,37.745,-121.94
SANRAMON_2_N025,Generation Node,37.745,-121.94
SANRAMON_2_N004,Load Node,37.745,-121.94
SANRAMON_2_N024,Load Node,37.745,-121.94
ENCINAL_6_N001,Load Node,39.2474,-121.64
WOHLER_6_N001,Load Node,38.512,-122.88
MONTEREY_6_N001,Load Node,36.5999,-121.89
EUREKAA_6_N001,Load Node,40.7939,-124.18
LSPSTAS_2_N001,Load Node,37.7009,-121.73
LSPSTAS_2_N002,Load Node,37.7009,-121.73
LSPSTAS_2_N010,Load Node,37.7009,-121.73
LSPSTAS_2_N011,Load Node,37.7009,-121.73
WOODACRE_6_N001,Load Node,38.0121,-122.65
WILLIAMS_6_N001,Load Node,39.1576,-122.15
WILLIAMS_6_N002,Load Node,39.1576,-122.15
LAKEWOOD_1_N009,Load Node,37.9089,-122.06
LAKEWOOD_1_N001,Load Node,37.9089,-122.06
LAKEWOOD_1_N003,Load Node,37.9089,-122.06
LAKEWOOD_1_N004,Load Node,37.9089,-122.06
LAKEWOOD_1_N007,Load Node,37.9089,-122.06
LAKEWOOD_1_N006,Load Node,37.9089,-122.06
TASSAJAR_2_N001,Load Node,37.7996,-121.91
TASSAJAR_2_N002,Load Node,37.7996,-121.91
ANTIOCH_6_N001,Load Node,38.0135,-121.82
HARRIS_6_N001,Load Node,40.781,-124.13
HARRIS_6_N003,Load Node,40.781,-124.13
ELECTRA_2_B1,Generation Node,38.33,-120.66
SARATOGA_2_N001,Load Node,37.2809,-122.01
SARATOGA_2_N006,Load Node,37.2809,-122.01
SARATOGA_2_N011,Load Node,37.2809,-122.01
PRCTRVLY_1_N001,Load Node,32.665,-116.99
PRCTRVLY_1_N010,Load Node,32.665,-116.99
CNTRYCB_6_N002,Load Node,37.9796,-121.32
CNTRYCB_6_N001,Load Node,37.9796,-121.32
CNTRYCB_6_N004,Load Node,37.9796,-121.32
CNTRYCB_6_N006,Load Node,37.9796,-121.32
EUREKA_6_N001,Load Node,40.7939,-124.18
FORTORD_6_N001,Load Node,36.6434,-121.79
ROSSMOOR_2_N001,Load Node,37.8647,-122.08
ROSSMOOR_2_N101,Load Node,37.8647,-122.08
USWP-WKR_6_B2,Generation Node,37.81,-121.61
EBMUDGRY_1_N001,Load Node,37.93,-122.04
HAMMONDS_1_N001,Load Node,36.7201,-120.6
SAFEWAY_1_N001,Load Node,37.71,-121.4
SNTAYNZ_1_N001,Load Node,34.6253,-120.12
SNTAYNZ_1_N002,Load Node,34.6253,-120.12
PUEBLOPG_1_N010,Load Node,38.3453,-122.3
PUEBLOPG_1_N001,Load Node,38.3453,-122.3
BLUELKE_6_N001,Load Node,40.8801,-123.98
NVYSCHL_6_N001,Load Node,36.5991,-121.88
VASONA_2_N001,Load Node,37.26,-121.9
MTEDEN_1_N009,Load Node,37.6326,-122.1
MTEDEN_1_N005,Load Node,37.6326,-122.1
MTEDEN_1_N001,Load Node,37.6326,-122.1
MEDWLNE_1_N001,Load Node,37.9631,-122.05
MEDWLNE_1_N002,Load Node,37.9631,-122.05
MEDWLNE_1_N006,Load Node,37.9631,-122.05
TIGRCRK_2_B1,Generation Node,38.45,-120.47
CLAY_6_N001,Load Node,38.3424,-120.93
HILLSIDE_1_N004,Load Node,37.88,-122.24
HILLSIDE_1_N001,Load Node,37.88,-122.24
WILLOWS_6_N001,Load Node,39.5318,-122.19
ALHAMBRA_1_N001,Load Node,37.9941,-122.13
ALHAMBRA_1_N002,Load Node,37.9941,-122.13
DOBBINS_6_N001,Load Node,39.3396,-121.2
HOMEGRND_1_N001,Load Node,38.96,-122.84
RNCHSECO_2_N108,Generation Node,38.45,-121.3
RNCHSECO_2_N107,Generation Node,38.34,-121.12
RNCHSECO_2_N109,Generation Node,38.4,-121.22
RNCHSECO_2_N110,Generation Node,38.34,-121.11
BUELLTON_1_N003,Load Node,34.6253,-120.19
BUELLTON_1_N001,Load Node,34.6253,-120.19
CLMBAHL_6_N001,Load Node,39.3319,-121.1
MOORPARK_6_N005,Generation Node,34.2825,-118.9
MOORPARK_6_N007,Generation Node,34.2825,-118.9
MOORPARK_6_N001,Load Node,34.2825,-118.9
MOORPARK_6_N006,Generation Node,34.2825,-118.9
HOMEPROC_1_N001,Load Node,38.94,-122.85
HUMBOLDT_1_B1,Generation Node,40.77,-124.07
NDUBLIN_2_N002,Load Node,37.86,-121.88
LUIS#3_1_N001,Load Node,36.65,-120.73
STAGG_6_N001,Load Node,37.9916,-121.35
STAGG_6_N003,Load Node,37.9916,-121.35
HMBLDTB_1_N08,Generation Node,40.7828,-124.11
STIGCC_7_B1,Generation Node,38.09,-121.37
ORMOND2G_7_B1,Generation Node,34.1316,-119.14
ORMOND1G_7_B1,Generation Node,34.1316,-119.14
MOORPARK_2_B1,Generation Node,34.28,-118.9
BRWNSVY_6_N001,Load Node,39.2262,-121.42
LUIS#5_1_N001,Load Node,36.72,-120.75
EIGHTMI_2_N017,Load Node,38.0581,-121.38
RICHMOND_1_B1,Load Node,37.9259,-122.37
SOBRANTE_1_N001,Load Node,37.9059,-122.21
STONYPT_1_N001,Load Node,38.42,-122.78
HICKS_2_N001,Load Node,37.2341,-121.9
HICKS_2_N002,Load Node,37.2341,-121.9
HICKS_2_N007,Load Node,37.2341,-121.9
HICKS_2_N012,Generation Node,37.2341,-121.9
CAMBRIA_6_N001,Load Node,35.6002,-121.12
DIXON-J1_6_N101,Load Node,38.4454,-121.83
DIXON_6_B1,Load Node,38.4454,-121.83
DIXON_6_N002,Load Node,38.4454,-121.83
WPBART_1_N004,Load Node,38.02,-121.98
WPBART_1_N001,Load Node,38.02,-121.98
STAGG_2_N001,Load Node,37.9916,-121.35
STAGG_2_N014,Load Node,37.9916,-121.35
STAGG_2_N015,Generation Node,37.9916,-121.35
PETLMAA_6_N001,Load Node,38.234,-122.64
ORLANDB_6_N001,Load Node,39.7251,-122.18
ORLANDB_6_N003,Load Node,39.7251,-122.18
CORDELIA_6_N001,Load Node,38.2161,-122.11
FTCHMTN_6_N001,Load Node,38.6061,-122.85
FTCHMTN_6_N003,Load Node,38.6061,-122.85
NAPA_6_N003,Generation Node,38.2954,-122.28
ACTONSC_6_N001,Load Node,45.6358,-121.94
OXFORD_1_N001,Load Node,36.7,-120.68
SANRAFL_1_N006,Load Node,37.9708,-122.53
SANRAFL_1_N007,Load Node,37.9708,-122.53
SANRAFL_1_N001,Load Node,37.9708,-122.53
GYSRVLLE_6_N003,Load Node,38.7098,-122.91
GYSRVLLE_6_N005,Generation Node,38.7098,-122.91
GYSRVLLE_6_N001,Load Node,38.7098,-122.91
BELLVUE_1_N005,Load Node,38.379,-122.71
BELLVUE_1_N001,Load Node,38.379,-122.71
BELLVUE_1_N003,Load Node,38.379,-122.71
WSTLD1RA_1_N001,Load Node,36.72,-120.72
CRESTA_2_B1,Generation Node,39.96,-121.28
EXXONBH_7_N001,Load Node,38.0809,-122.14
EXXONBH_7_B2,Generation Node,38.0809,-122.14
DIRYVLLE_6_N001,Load Node,40.128,-122.1
BAHIA_2_N001,Load Node,38.0809,-122.14
BAHIA_2_N011,Load Node,38.0809,-122.14
BAHIA_2_N018,Generation Node,38.0809,-122.14
CONTROLX_1_N002,Generation Node,37.3428,-118.47
CONTROLX_1_N001,Load Node,37.3428,-118.47
CONTROLX_1_N005,Generation Node,37.3428,-118.47
CONTROLX_1_N003,Generation Node,37.3428,-118.47
CONTROLX_1_N004,Generation Node,37.3428,-118.47
BCKSCRK_2_B1,Generation Node,39.9,-121.31
BANGOR_6_N001,Load Node,39.3881,-121.4
ROCKCRK_2_B1,Generation Node,39.91,-121.35
HIGHLD_1_N006,Generation Node,38.9374,-122.61
HIGHLD_1_N004,Generation Node,38.9374,-122.61
HIGHLD_1_N001,Load Node,38.9374,-122.61
HIGHLD_1_N005,Load Node,38.9374,-122.61
SLVRPS2_7_N001,Generation Node,37.755,-1.20E-13
CONTROL_7_N001,Load Node,37.3428,-118.47
CONTROL_1_N034,Generation Node,37.3428,-118.47
BSPHYD26_7_N001,Generation Node,37.3362,-118.52
CONTROL_1_B1,Generation Node,37.34,-118.47
DELMNTE_1_N010,Load Node,36.5991,-121.85
DELMNTE_1_N201,Load Node,36.5991,-121.85
BSPHYD34_1_N001,Generation Node,37.3084,-118.54
EDENVALE_1_N001,Load Node,37.2449,-121.8
EDENVALE_1_N006,Load Node,37.2449,-121.8
EDENVALE_1_N004,Load Node,37.2449,-121.8
EDENVALE_1_N008,Load Node,37.2449,-121.8
IBM-CTLE_1_N001,Load Node,37.33,-121.74
IBM-CTLE_1_N002,Generation Node,37.33,-121.74
POE_2_B1,Generation Node,39.68,-121.49
POE1_7_B1,Generation Node,39.67,-121.48
POE2_7_B1,Generation Node,39.69,-121.5
MADISON_1_N002,Load Node,38.6707,-121.97
MADISON_1_N201,Load Node,38.6707,-121.97
PERRY_6_N001,Load Node,35.5708,-121.06
USWP-JRW_2_N001,Generation Node,37.71,-121.86
IENERGY_7_B1,Generation Node,33.9244,-116.57
MOLINO_6_N002,Load Node,38.4253,-122.83
MOLINO_6_N101,Load Node,38.4253,-122.83
LSGLLNS_1_N003,Load Node,38.0223,-122.54
LSGLLNS_1_N001,Load Node,38.0223,-122.54
LSGLLNS_1_N002,Load Node,38.0223,-122.54
SLTSPRG_1_B1,Generation Node,38.5,-120.21
LAKE_2_N028,Generation Node,38.63,-121.14
LAKE_2_N027,Generation Node,38.63,-121.14
LAKE_2_N032,Generation Node,38.63,-121.14
LAKE_2_N024,Generation Node,38.63,-121.14
LAKE_2_N023,Generation Node,38.63,-121.14
LAKE_2_N025,Generation Node,38.63,-121.14
LAKE_2_N026,Generation Node,38.63,-121.14
LAKE_2_N029,Generation Node,38.63,-121.14
LAKE_2_N030,Generation Node,38.63,-121.14
LAKE_2_N031,Generation Node,38.63,-121.14
LAKE_2_N033,Generation Node,38.63,-121.14
LAKE_2_N034,Generation Node,38.63,-121.14
LAKE_2_N035,Generation Node,38.63,-121.14
LAKE_2_N403,Generation Node,38.1,-121.35
LAKE_2_N404,Generation Node,37.98,-121.31
IBM-HRRS_1_N001,Load Node,37.34,-121.74
IBM-HRRS_1_N101,Load Node,37.34,-121.74
PENNGRVE_1_N001,Load Node,38.3155,-122.68
MILLER_1_N001,Load Node,37.81,-121.1
CORDELIA_1_N001,Load Node,38.2161,-122.11
SMRTVLTP_6_N101,Load Node,39.2079,-121.3
NRRWS2TP_6_B1,Generation Node,39.22,-121.28
ROCKCK2_7_B1,Generation Node,39.92,-121.35
CHENY_1_N001,Load Node,36.6328,-120.53
CHCGOPK_1_B1,Generation Node,38.96,-120.9
BAILYJ1_1_N010,Load Node,34.776,-118.78
BASALT_6_N101,Load Node,38.2633,-122.27
BASALT_6_N002,Load Node,38.2633,-122.27
PANOCHE_1_B1,Generation Node,36.65,-120.58
ZACA_1_N001,Load Node,34.6968,-120.15
OROVILLE_6_N001,Load Node,39.5053,-121.56
OROVILLE_6_N102,Load Node,39.5053,-121.56
OROVILLE_6_N005,Load Node,39.5053,-121.56
NARROWS1_7_N001,Load Node,33.1372,-116.29
NARROWS1_7_B1,Generation Node,33.1372,-116.29
METCALF_1_N018,Load Node,37.2244,-121.74
METCALF_1_N044,Generation Node,37.2244,-121.74
MIRABEL_6_N001,Load Node,38.4894,-122.89
SALADO_1_N001,Load Node,37.422,-121.15
PHILO_6_N001,Load Node,39.0637,-123.44
NEWBURG_6_N001,Load Node,40.5946,-124.14
NEWBURG_6_N003,Load Node,40.5946,-124.14
SNTARSA_1_N006,Load Node,38.4369,-122.71
SNTARSA_1_N001,Load Node,38.4369,-122.71
SNTARSA_1_N002,Load Node,38.4369,-122.71
EELRIVR_6_N001,Load Node,40.6027,-124.21
BELDEN_7_B1,Generation Node,40,-121.23
BRDGVLLE_1_B1,Generation Node,40.48,-123.78
COLGATE_2_B1,Generation Node,39.33,-121.19
NOVATO_6_N002,Load Node,38.1086,-122.57
NOVATO_6_N001,Load Node,38.1086,-122.57
MAINE-PR_6_N001,Load Node,38.3858,-121.78
BATAVIA_6_N001,Load Node,38.3858,-121.78
PEACHTON_6_N004,Load Node,39.3785,-121.69
PEACHTON_6_N001,Load Node,39.3785,-121.69
PARKWAY_2_N001,Load Node,38.17,-122.25
SAUGUS_6_N001,Load Node,34.4222,-118.57
SAUGUS_6_N009,Generation Node,34.4222,-118.57
SAUGUS_6_N008,Generation Node,34.4222,-118.57
SAUGUS_6_N012,Generation Node,34.42,-118.57
SAUGUS_6_N010,Generation Node,34.4222,-118.57
COLGATE2_7_B1,Generation Node,39.34,-121.19
PITCHGEN_7_B1,Generation Node,34.4222,-118.57
COLGATE1_7_B1,Generation Node,39.32,-121.18
PRAXAIR_1_B1,Load Node,38,-121.81
ROCKCK1_7_B1,Generation Node,39.91,-121.37
DTCHFL1_1_B1,Generation Node,39.2,-120.84
CORONA_1_N001,Load Node,32.6988,-117.17
SYLMARLA_2_N501,Generation Node,34.45,-118.6
SYLMARS_2_B1,Generation Node,34.35,-118.47
SYLMARS_2_N101,Generation Node,34.34,-118.5
OROENGY_7_B1,Generation Node,39.5053,-121.56
SYLMARDC_2_N501,Generation Node,34.4,-118.55
PRUNEDLE_1_N001,Load Node,36.7855,-121.67
PRUNEDLE_1_N004,Generation Node,36.7855,-121.67
PRUNEDLE_1_N002,Load Node,36.7855,-121.67
MAGUNDEN_2_B1,Generation Node,35.36,-118.92
FAIRHAVN_6_N001,Load Node,40.8003,-124.2
PEARBLSM_2_N020,Generation Node,34.5089,-117.92
PEARBMDP_7_B1,Load Node,34.5089,-117.92
PEARBMAP_7_B1,Load Node,34.5089,-117.92
PEARBMAP_7_B3,Load Node,34.5089,-117.92
PEARBMAP_7_B4,Load Node,34.5089,-117.92
PEARBMBP_7_B1,Load Node,34.5089,-117.92
PEARBMBP_7_B3,Load Node,34.5089,-117.92
PEARBMBP_7_B4,Load Node,34.5089,-117.92
PEARBMCP_7_B1,Load Node,34.5089,-117.92
PEARBMCP_7_B3,Load Node,34.5089,-117.92
CLAYTN_1_N004,Load Node,37.9438,-121.97
CLAYTN_1_N030,Load Node,38.3424,-120.93
CLAYTN_1_N029,Load Node,38.3424,-120.93
CLAYTN_1_N001,Load Node,38.3424,-120.93
AEC300_1_N001,Load Node,37.74,-121.48
TEICHERT_1_N001,Load Node,37.79,-121.36
VINCENT_2_N100,Generation Node,34.4882,-118.12
VINCENT_2_N101,Generation Node,34.4882,-118.12
CABRILLO_1_N001,Load Node,32.7074,-117.25
BRDGVLT_7_N002,Generation Node,40.4796,-123.78
BRDGVLT_7_N001,Load Node,40.4796,-123.78
IGNACIO_1_N102,Load Node,38.0756,-122.54
IGNACIO_1_N028,Generation Node,38.0756,-122.54
FOSTERW_7_N001,Load Node,38.02,-122.06
FOSTERW_7_N004,Generation Node,38.02,-122.06
TIDEWATR_2_N014,Load Node,38.02,-122.06
TIDEWATR_2_N001,Load Node,38.02,-122.06
NARROWS2_7_B1,Generation Node,33.1372,-116.29
ROSEVILL_2_N001,Generation Node,38.34,-121.19
FOLSOM_2_N001,Generation Node,38.65,-121.15
MECSTG3_7_B1,Generation Node,37.24,-121.77
MECCTG1_7_B1,Generation Node,37.24,-121.78
MECCTG1_7_N100,Load Node,37.24,-121.78
MECCTG2_7_B2,Generation Node,37.24,-121.78
MECCTG2_7_N100,Load Node,37.24,-121.78
SURF_1_N009,Load Node,34.61,-120.22
LMPC-CTY_1_N001,Load Node,34.6,-120.39
MONROE_1_N002,Load Node,38.4532,-122.74
MONROE_1_N101,Load Node,38.4532,-122.74
HONCUT_1_N001,Load Node,39.3201,-121.6
MONROE_1_N001,Load Node,38.4532,-122.74
FIBRBJCT_1_B1,Generation Node,38.11,-121.68
DOMTAR_1_N001,Load Node,38.13,-121.65
CCJCT1_1_B1,Generation Node,38.01,-121.78
CCSUB_1_N001,Load Node,38.03,-121.75
BRENTWOD_2_N006,Load Node,37.9195,-121.68
BRENTWOD_2_N011,Load Node,37.9195,-121.68
BRENTWOD_2_N001,Load Node,37.9195,-121.68
MANVILLE_1_N001,Load Node,34.53,-120.43
KAMM_1_N001,Load Node,36.58,-120.52
CROCKTAP_2_B1,Generation Node,37.9,-122.56
CCOS7_7_B1,Generation Node,37.9987,-121.78
CCOSTA_2_B1,Generation Node,38,-121.76
CCOSTA_2_N001,Load Node,37.9987,-121.78
CCOS6_7_B1,Generation Node,37.9987,-121.78
CCSUB_2_N001,Load Node,38.02,-121.76
CCSUB_2_N010,Load Node,38.02,-121.76
DELTAPMP_2_N008,Generation Node,37.86,-121.51
WNDMSTR_2_N001,Generation Node,37.95,-121.71
SNTANLA_6_N001,Load Node,37.086,-121.01
PTSB6_7_B2,Generation Node,38.0308,-121.87
PITSBRG_2_B1,Generation Node,37.89,-121.88
PTSB5_7_B2,Generation Node,38.0308,-121.87
PTS7SWNG_7_B2,Generation Node,38.0308,-121.87
PURISIMA_1_N001,Load Node,34.7006,-120.44
OBANION_2_N025,Generation Node,39,-121.65
ADCC_2_N001,Generation Node,37.61,-121.81
SUTTER3_7_ND001,Load Node,39.5,-121.92
SUTTER1_7_B1,Generation Node,39.5,-121.93
SUTTER2_7_B1,Generation Node,39.51,-121.93
SUTTER2_7_ND001,Load Node,39.51,-121.93
TULUCAY_6_N001,Load Node,38.2479,-122.27
SUTTER3_7_B1,Generation Node,39.5,-121.92
SUTTER1_7_ND001,Load Node,39.5,-121.93
DSAMIGO_2_N011,Generation Node,36.94,-120.83
LOWGAP_7_N001,Load Node,40.4327,-123.47
LOWGAP_7_N002,Generation Node,40.4327,-123.47
DECPTSG_2_N018,Load Node,38.06,-121.87
REDBLFF_6_N001,Load Node,40.1827,-122.24
REDBLFF_6_N005,Load Node,40.1827,-122.24
REDBLFF_6_N004,Load Node,40.1827,-122.24
CAPAY_6_N001,Load Node,39.7761,-122.1
DECPTSG_2_N001,Load Node,38.06,-121.87
LAKEVLLE_1_N001,Load Node,38.2515,-122.58
ALTMMDW_2_N001,Generation Node,37.7468,-121.68
NORD1_1_N003,Load Node,39.76,-121.91
NORD1_1_N001,Load Node,39.76,-121.91
KIRKER_1_N001,Load Node,38.0212,-121.91
KIRKER_1_N005,Load Node,38.0212,-121.91
KIRKER_1_N006,Load Node,38.0212,-121.91
KELSO_2_N012,Generation Node,37.7977,-121.6
KELSO_2_N001,Load Node,37.7977,-121.6
WYANDTTE_1_N001,Load Node,39.4916,-121.54
WYANDTTE_1_N102,Load Node,39.4916,-121.54
WYANDTTE_1_N003,Load Node,39.4916,-121.54
LAKEVILE_2_B1,Generation Node,38.25,-122.58
COLSTJT_1_B1,Generation Node,37.99,-121.86
CORTINA_1_N106,Load Node,39.1214,-122.22
JVENTER_2_N001,Generation Node,37.81,-121.77
ELLSGTY_1_N001,Load Node,33.6853,-117.94
VACAVIL_1_N101,Load Node,38.3565,-121.98
VACAVIL_1_N102,Load Node,38.3565,-121.98
PRKRMID_2_N001,Generation Node,37.5,-122.18
LOSCCHS_6_N001,Load Node,32.8598,-116.9
PUTHCRK_1_N001,Load Node,38.5231,-121.99
USWP-RLF_2_N001,Generation Node,38.19,-121.89
SYCAMORE_1_N201,Load Node,39.7699,-121.82
