name,type,latitude,longitude
SHADOWR_1_N001,Load Node,33.1415,-117.24
SHADOWR_1_N006,Load Node,33.1415,-117.24
SHADOWR_1_N008,Load Node,33.1415,-117.24
CANNON_1_N001,Load Node,33.1374,-117.33
CANNON_1_N004,Load Node,33.1374,-117.33
ENCINA1_7_B1,Generation Node,33.137,-117.34
ENCINA2_7_B1,Generation Node,33.137,-117.34
ENCINA3_7_B1,Generation Node,33.137,-117.34
ENCINA4_7_B1,Generation Node,33.137,-117.34
ENCINAGT_7_B11,Generation Node,33.137,-117.34
ENCINA_1_B1,Generation Node,33.12,-117.32
ENCINA_1_N001,Load Node,33.137,-117.34
ENCINA_1_N049,Load Node,33.137,-117.34
MISSON_1_N015,Generation Node,32.7842,-117.14
RIPON_1_N001,Load Node,37.72,-121.13
SNLNDRO_1_N027,Load Node,37.7111,-122.15
SNLNDRO_1_N001,Load Node,37.7111,-122.15
SNLNDRO_1_N014,Load Node,37.7111,-122.15
SNLNDRO_1_N017,Load Node,37.7111,-122.15
GUSTINE_6_N001,Load Node,37.2532,-121.01
GUSTINE_6_N002,Load Node,37.2532,-121.01
JACINTO_6_N001,Load Node,39.5829,-122.01
LILAC_6_N001,Load Node,33.2533,-117.09
LILAC_6_N010,Load Node,33.2533,-117.09
NCMETER_1_N001,Load Node,33.0896,-117.2
BERNARDO_6_N001,Load Node,33.0216,-117.1
BERNARDO_6_N002,Load Node,33.0216,-117.1
BERNARDO_6_N009,Load Node,33.0216,-117.1
BERNARDO_6_N013,Load Node,33.0216,-117.1
BERNARDO_6_N014,Load Node,33.0216,-117.1
ENCINA5_7_B1,Generation Node,33.137,-117.34
STKTONA_1_N001,Load Node,37.9471,-121.29
STKTONA_1_N003,Load Node,37.9471,-121.29
GRANITE_6_N001,Load Node,32.8045,-116.92
GRANITE_6_N007,Load Node,32.8045,-116.92
GRANITE_6_N008,Load Node,32.8045,-116.92
GRANITE_6_N009,Load Node,32.8045,-116.92
VALCNTR_6_N001,Load Node,33.2307,-117.02
MARTINC_1_B1,Generation Node,37.59,-122.38
BAYSHOR1_1_N001,Load Node,37.746,-122.4
BAYSHOR2_1_N001,Load Node,37.746,-122.4
POTRERO_1_N001,Load Node,37.46,-122.4
POTRERO_1_N013,Load Node,37.46,-122.4
POTRERO_1_N016,Load Node,37.46,-122.4
SANYSDRO_6_N001,Load Node,32.5622,-117.03
SANYSDRO_6_N004,Load Node,32.5622,-117.03
CANAL_6_N001,Load Node,37.0664,-120.84
WOODLD_1_B1,Generation Node,38.71,-121.79
WOODLD_1_N001,Load Node,38.6782,-121.76
WOODLD_1_N005,Load Node,38.6782,-121.76
WOODLD_1_N012,Load Node,38.6782,-121.76
ENCINA_2_B1,Generation Node,33.13,-117.35
HALSEYF_7_B1,Generation Node,38.9568,-121.05
HALSEYF_7_N001,Load Node,38.9568,-121.05
GOLETA_6_N002,Generation Node,34.4878,-119.88
GOLETA_6_N003,Generation Node,34.4878,-119.88
GOLETA_6_N004,Generation Node,34.4878,-119.88
GOLETA_6_N022,Generation Node,34.4878,-119.88
GOLETA_6_N100,Generation Node,34.4878,-119.88
GOLETA_6_N200,Load Node,34.4878,-119.88
POST_1_N001,Load Node,39.11,-121.64
POINTLMA_6_N001,Generation Node,32.7415,-117.23
POINTLMA_6_N013,Load Node,32.7415,-117.23
POINTLMA_6_N014,Load Node,32.7415,-117.23
POINTLMA_6_N021,Generation Node,32.7415,-117.23
PLUMAS_6_N001,Load Node,39.0261,-121.54
MOBILCHE_1_N001,Load Node,38.76,-121.76
EMBRCDR_2_N001,Load Node,37.78,-122.38
EMBRCDR_2_N008,Load Node,37.78,-122.38
EMBRCDR_2_N010,Generation Node,37.78,-122.38
EMBRCDR_2_N101,Load Node,37.78,-122.38
EMBRCDR_2_N104,Load Node,37.78,-122.38
SFIA-MA_1_N001,Load Node,37.61,-122.44
CEDRCRK_6_N001,Generation Node,40.7912,-121.94
CEDRCRK_6_N101,Load Node,40.7912,-121.94
DEEPWATR_1_N104,Load Node,38.5516,-121.56
DEEPWATR_1_N101,Load Node,38.5516,-121.56
PAULSWT_1_N001,Load Node,36.9923,-121.98
PAULSWT_1_N004,Load Node,36.9923,-121.98
PAULSWT_1_N013,Generation Node,36.9923,-121.98
PAULSWT_1_N101,Load Node,36.9923,-121.98
STREAMVW_6_N001,Load Node,32.7456,-117.08
STREAMVW_6_N007,Load Node,32.7456,-117.08
WSCRMNO_1_N004,Load Node,38.5893,-121.55
WSCRMNO_1_N013,Load Node,38.5893,-121.55
WSCRMNO_1_N201,Load Node,38.5893,-121.55
TUDOR_6_N001,Load Node,38.9821,-121.64
PENRYN_6_N001,Load Node,38.8444,-121.17
PENRYN_6_N004,Load Node,38.8444,-121.17
STNCOGNJ_1_B1,Generation Node,37.91,-121.2
MREIS-Q_1_N001,Load Node,38.12,-122.33
F_6_N001,Load Node,32.7549,-117.13
F_6_N002,Load Node,32.7549,-117.13
F_6_N005,Load Node,32.7549,-117.13
LOSGATS_6_N002,Load Node,37.2264,-121.98
LOSGATS_6_N201,Load Node,37.2264,-121.98
FRTSWRD_6_N001,Load Node,40.2138,-123.6
FRTSWRD_6_N004,Generation Node,40.2138,-123.6
CMPEVRS_1_N001,Load Node,37.0416,-122.03
CMPEVRS_1_N002,Load Node,37.0416,-122.03
CARQUINZ_1_N001,Load Node,38.091,-122.25
CARQUINZ_1_N002,Load Node,38.091,-122.25
SPRNGVLY_6_N001,Load Node,32.739,-117
SPRNGVLY_6_N010,Load Node,32.739,-117
COVELO6_6_N001,Load Node,39.7863,-123.25
ARTESN_6_N001,Load Node,33.0212,-117.13
SNANDRES_6_N001,Load Node,37.6033,-122.42
URBAN_6_N001,Load Node,32.7133,-117.15
URBAN_6_N005,Load Node,32.7133,-117.15
SOLEDAD_6_N001,Load Node,36.4295,-121.33
GRSSVLY_6_N101,Load Node,39.2095,-121.06
CHOLLAS_6_N001,Load Node,32.744,-117.05
CHOLLAS_6_N008,Load Node,32.744,-117.05
CHOLLAS_6_N009,Load Node,32.744,-117.05
KETTNER_6_N001,Load Node,32.7332,-117.17
KETTNER_6_N004,Load Node,32.7332,-117.17
B_6_N005,Load Node,32.7143,-117.17
B_6_N003,Load Node,32.7143,-117.17
B_6_N001,Load Node,32.7143,-117.17
B_6_N007,Load Node,32.7143,-117.17
IMPRLBCH_6_N004,Load Node,32.5833,-117.1
IMPRLBCH_6_N001,Load Node,32.5833,-117.1
CORONADO_6_N001,Load Node,32.6988,-117.17
CORONADO_6_N002,Load Node,32.6988,-117.17
MTNQUAR_6_N001,Load Node,38.9145,-121.02
NOISLMTR_6_N009,Load Node,32.7024,-117.18
NOISLMTR_6_N004,Load Node,32.7024,-117.18
NOISLMTR_6_N015,Generation Node,32.7024,-117.18
NOISLMTR_6_N101,Generation Node,32.7024,-117.18
ELLIOTT_6_N001,Load Node,32.8159,-117.09
ELLIOTT_6_N004,Load Node,32.8159,-117.09
ZAMORA_1_N001,Load Node,38.7754,-121.86
RSVTNRD_6_N001,Load Node,36.6244,-121.69
UALCOGN_1_N001,Generation Node,37.66,-122.38
UALTAP_1_B1,Generation Node,37.67,-122.42
BELMONT_1_N001,Load Node,37.5233,-122.26
BELMONT_1_N006,Load Node,37.5233,-122.26
BELMONT_1_N008,Load Node,37.5233,-122.26
DOSPALS_6_N001,Load Node,36.9748,-120.64
MILLBRAE_6_N001,Load Node,37.6052,-122.39
PLACER_7_N009,Load Node,38.9013,-121.09
SFIA_1_N001,Load Node,37.65,-122.41
SFIA_1_N007,Load Node,37.65,-122.41
ALMADEN_6_N001,Load Node,37.2603,-121.89
ALPINE_6_N001,Load Node,32.8278,-116.79
ALPINE_6_N005,Load Node,32.8278,-116.79
ORICK_6_N001,Load Node,41.2945,-124.06
SAMPSON_6_N010,Generation Node,32.6944,-117.14
BARRETT_6_N001,Load Node,32.6672,-116.7
CATLETT_6_N001,Load Node,38.8088,-121.52
LOVELAND_6_N001,Load Node,32.797,-116.79
ELKCREEK_6_N001,Load Node,39.1295,-123.71
ELKCREEK_6_N003,Generation Node,39.1295,-123.71
GRANTRK_6_N001,Load Node,37.6709,-122.16
AUBURN_6_N001,Load Node,38.9034,-121.07
OTAYLAKE_6_N001,Load Node,32.5953,-117.06
MISSION_6_N001,Load Node,32.7842,-117.14
MISSION_6_N031,Load Node,32.7842,-117.14
MISSION_6_N040,Load Node,32.7842,-117.14
MISSION_6_N049,Load Node,32.7842,-117.14
MILLBRAE_1_N001,Load Node,37.6052,-122.39
MILLBRAE_1_N004,Load Node,37.6052,-122.39
MILLBRAE_1_N007,Generation Node,37.6052,-122.39
MILLBRAE_1_N201,Load Node,37.6052,-122.39
RAMCOOY_7_B1,Generation Node,32.5953,-117.06
OLDTOWN_6_N001,Load Node,32.7661,-117.19
OTAY_6_N001,Load Node,32.5953,-117.06
OTAY_6_N014,Load Node,32.5953,-117.06
OTAY_6_N017,Generation Node,32.5953,-117.06
OTAY_6_N018,Generation Node,32.5953,-117.06
GRANDIS_1_N004,Load Node,38.2311,-121.59
GRANDIS_1_N009,Load Node,38.2311,-121.59
HIGHWAY_1_N001,Load Node,38.166,-122.25
HIGHWAY_1_N002,Load Node,38.166,-122.25
HIGHWAY_1_N003,Generation Node,38.166,-122.25
BAIR_1_N001,Load Node,37.4969,-122.21
SHREDDER_1_N001,Load Node,37.5117,-122.21
MONTAGUE_1_N001,Load Node,37.4037,-121.91
LONESTAR_1_N001,Load Node,37.5117,-122.21
MONTAGUE_1_N006,Load Node,37.4037,-121.91
MONTAGUE_1_N007,Load Node,37.4037,-121.91
GREENBRE_6_N001,Load Node,37.9378,-122.51
GREENBRE_6_N003,Load Node,37.9378,-122.51
NAVSTMTR_6_N001,Load Node,32.6704,-117.11
NAVSTMTR_6_N011,Load Node,32.6704,-117.11
ALTO_6_N001,Load Node,37.8983,-122.52
ALTO_6_N101,Load Node,37.8983,-122.52
LASPLGS_6_N001,Load Node,33.3129,-117.47
NATNLCTY_6_N005,Load Node,32.6731,-117.11
NATNLCTY_6_N001,Load Node,32.6731,-117.11
LAGUNATP_6_N001,Load Node,36.7489,-121.61
CPBORDER_7_B1,Generation Node,32.5663,-116.94
GLENWOOD_6_N001,Load Node,37.4573,-122.19
GLENWOOD_6_N004,Load Node,37.4573,-122.19
GLENWOOD_6_N005,Load Node,37.4573,-122.19
RCARMEL_6_N011,Load Node,32.9937,-117.08
RCARMEL_6_N001,Load Node,32.9937,-117.08
RCARMEL_6_N004,Load Node,32.9937,-117.08
DIVISION_6_N001,Load Node,32.6816,-117.12
DIVISION_6_N009,Load Node,32.6816,-117.12
JAMACHA_6_N001,Load Node,32.7441,-116.96
JAMACHA_6_N006,Load Node,32.7441,-116.96
JAMACHA_6_N015,Load Node,32.7441,-116.96
BORDER_6_N001,Load Node,32.5663,-116.94
BORDER_6_N008,Load Node,32.5663,-116.94
NSCOGEN_7_B1,Generation Node,32.6816,-117.12
CRUSHER_6_N001,Load Node,37.0216,-122.15
TRIMBLE_1_N004,Load Node,37.42,-121.73
TRIMBLE_1_N010,Load Node,37.42,-121.73
TRIMBLE_1_N016,Load Node,37.42,-121.73
TRIMBLE_1_N020,Load Node,37.42,-121.73
MENLO_6_N001,Load Node,37.4329,-122.2
MENLO_6_N002,Load Node,37.4329,-122.2
MENLO_6_N003,Load Node,37.4329,-122.2
MENLO_6_N004,Load Node,37.4329,-122.2
OMWD_6_N001,Load Node,33.0685,-117.14
CICCOGN_7_N001,Load Node,36.903,-121.76
CICCOGN_7_N002,Generation Node,36.903,-121.76
JARVIS_1_N014,Load Node,37.5956,-122.02
JARVIS_1_N016,Load Node,37.5956,-122.02
JARVIS_1_N017,Load Node,37.5956,-122.02
JARVIS_1_N101,Load Node,37.5956,-122.02
SWEETWTR_6_N017,Load Node,32.6581,-117.09
SWEETWTR_6_N018,Load Node,32.6581,-117.09
FRIARS_1_N001,Load Node,32.779,-117.16
FRIARS_1_N009,Load Node,32.779,-117.16
FRIARS_1_N010,Generation Node,32.779,-117.16
FRUITLND_6_N001,Load Node,40.2858,-123.84
HLFMNBY_6_N002,Load Node,37.4687,-122.43
HLFMNBY_6_N004,Load Node,37.4687,-122.43
HLFMNBY_6_N101,Load Node,37.4687,-122.43
GLENCLIF_6_N001,Load Node,32.7984,-116.5
SHAWROAD_1_N001,Load Node,37.55,-122.42
PTMRTTI_6_N001,Load Node,37.0309,-122.19
CAMERON_6_N001,Load Node,32.6532,-116.49
FMC_1_N001,Load Node,37.3477,-121.92
FMC_1_N003,Load Node,37.3477,-121.92
AGNEW_1_N003,Load Node,37.51,-121.84
BNTACRB_6_N001,Load Node,37.7529,-121.35
PLOALTO_1_N001,Load Node,33.3559,-117.11
PLOALTO_1_N007,Load Node,33.3559,-117.11
PLOALTO_1_N013,Load Node,33.3559,-117.11
PLOALTO_1_N019,Generation Node,33.3559,-117.11
SNJSEA_1_N001,Load Node,37.3282,-121.9
SNJOSEB_1_N009,Load Node,37.3409,-121.9
SNJOSEB_1_N001,Load Node,37.3409,-121.9
SNJOSEB_1_N005,Load Node,37.3409,-121.9
SNJOSEB_1_N013,Load Node,37.3409,-121.9
SNJSEA_1_N005,Load Node,37.3282,-121.9
SNJSEA_1_N101,Load Node,37.3282,-121.9
PNEGRVE_6_N001,Load Node,38.4127,-120.66
PNEGRVE_6_N002,Load Node,38.4127,-120.66
BAYMDWS_1_N001,Load Node,37.5515,-122.29
BAYMDWS_1_N004,Load Node,37.5515,-122.29
BAYMDWS_1_N008,Load Node,37.5515,-122.29
BAYMDWS_1_N012,Load Node,37.5515,-122.29
COLONY_6_N001,Load Node,38.1901,-121.18
KNGHTSLD_1_N001,Load Node,38.8093,-121.75
FELICITA_6_N001,Load Node,33.0932,-117.07
FELICITA_6_N005,Load Node,33.0932,-117.07
FELICITA_6_N009,Load Node,33.0932,-117.07
MONTGMRY_6_N001,Load Node,32.6316,-117.1
MONTGMRY_6_N002,Load Node,32.6316,-117.1
CHEROKEE_6_N001,Load Node,38.0055,-121.24
WOODSIDE_6_N001,Load Node,37.4362,-122.24
WOODSIDE_6_N003,Load Node,37.4362,-122.24
WOODSIDE_6_N004,Load Node,37.4362,-122.24
SANTEE_1_N001,Load Node,32.8545,-116.97
SANTEE_1_N003,Load Node,32.8545,-116.97
SANTEE_1_N004,Load Node,32.8545,-116.97
ROBROY_1_N001,Load Node,36.9799,-121.87
MERIDIAN_6_N101,Load Node,49.3127,-122.81
SUNOL_6_N001,Load Node,37.5869,-121.87
ELPATIO_1_N001,Load Node,37.2922,-121.94
ELPATIO_1_N006,Load Node,37.2922,-121.94
ELPATIO_1_N015,Load Node,37.2922,-121.94
ELPATIO_1_N019,Generation Node,37.37,-121.7
PLACER_1_N001,Load Node,38.9013,-121.09
MANTECA_1_N001,Load Node,37.8014,-121.22
MANTECA_1_N002,Load Node,37.8014,-121.22
MANTECA_1_N012,Load Node,37.8014,-121.22
MANTECA_1_N013,Load Node,37.8014,-121.22
LOCKHD2_1_N001,Load Node,37.4162,-122.03
AMD_1_N001,Load Node,37.37,-121.93
CRYSTLSG_6_N001,Load Node,37.5289,-122.36
APPMAT_1_N001,Load Node,37.36,-121.98
APPMAT_1_N010,Load Node,37.36,-121.98
MABURY_6_N001,Load Node,37.3609,-121.86
SOUTHBAY_6_B1,Generation Node,32.62,-117.08
BRITTN_1_N001,Load Node,37.3743,-122.02
BRITTN_1_N005,Load Node,37.3743,-122.02
BRITTN_1_N006,Load Node,37.3743,-122.02
LOSALTS_6_N004,Load Node,37.3939,-122.11
LOSALTS_6_N005,Load Node,37.3939,-122.11
LOSALTS_6_N101,Load Node,37.3939,-122.11
LYTNVLLE_6_N001,Load Node,39.685,-123.48
ERTA_6_N001,Load Node,36.9306,-121.76
FLINT_1_N001,Load Node,38.8853,-121.07
PARADISX_6_N001,Load Node,39.7615,-121.62
PARADISX_6_N004,Load Node,39.7615,-121.62
LOSCOCHS_6_N001,Load Node,32.8598,-116.9
LOSCOCHS_6_N033,Load Node,32.8598,-116.9
LOSCOCHS_6_N034,Load Node,32.8598,-116.9
BELLPGE_1_N001,Load Node,38.9474,-121.09
BELLPGE_1_N005,Load Node,38.9474,-121.09
MISSION_2_N035,Generation Node,32.7842,-117.14
CARLTNHS_1_N001,Load Node,32.8549,-117.01
CARLTNHS_1_N004,Load Node,32.8549,-117.01
CARLTNHS_1_N011,Generation Node,32.8549,-117.01
CARLTNHS_1_N012,Generation Node,32.8549,-117.01
KIFER_1_B1,Generation Node,37.53,-121.77
JMSCNPMP_1_N001,Load Node,38.19,-122.47
GRNTHLL_1_N001,Load Node,32.8045,-116.92
VIERRA_1_N001,Load Node,37.85,-121.24
BURLNGME_1_N001,Load Node,37.5896,-122.36
APPLEHL_1_N004,Generation Node,38.7398,-120.68
APPLEHL_1_N001,Load Node,38.7398,-120.68
APPLEHL_1_N002,Load Node,38.7398,-120.68
SPICAMIN_1_N001,Load Node,38.7398,-120.68
MONTERO_6_N004,Load Node,38.4715,-123.01
MONTERO_6_N001,Load Node,38.4715,-123.01
CAROLNDS_6_N001,Load Node,37.5529,-122.38
CAROLNDS_6_N002,Load Node,37.5529,-122.38
OLEMA_6_N001,Load Node,38.0425,-122.79
NORTECH_1_N001,Load Node,37.46,-121.76
CPLECEF_1_N001,Load Node,37.26,-121.64
CPLECEF_1_N005,Load Node,37.26,-121.64
LECEFGT1_7_B1,Generation Node,37.25,-121.77
LIMESTNE_6_N001,Load Node,38.6338,-120.98
LIMESTNE_6_N005,Load Node,38.6338,-120.98
LIVERMRE_6_N001,Load Node,37.6801,-121.78
LIVERMRE_6_N003,Load Node,37.6801,-121.78
MABURY_1_N001,Load Node,37.3609,-121.86
HILLSDLE_6_N001,Load Node,37.5363,-122.32
NEWMAN_6_B2,Load Node,37.3154,-121.02
NEWMAN_6_N001,Load Node,37.3154,-121.02
TRINIDAD_6_N001,Load Node,41.0642,-124.13
IUKA_6_N001,Load Node,37.666,-121.83
PLACERVL_1_N001,Load Node,38.7302,-120.79
LAWRENCE_1_N001,Load Node,37.3972,-122.01
LAWRENCE_1_N003,Load Node,37.3972,-122.01
LAWRENCE_1_N004,Load Node,37.3972,-122.01
LAWRENCE_1_N006,Generation Node,37.3972,-122.01
DIXONLD_1_N001,Load Node,37.4578,-121.92
DIXONLD_1_N002,Load Node,37.4578,-121.92
DIXONLD_1_N008,Load Node,37.4578,-121.92
CATALYST_7_N001,Load Node,37.3365,-121.88
CATALYST_7_N002,Generation Node,37.3365,-121.88
VINEYARD_6_N001,Load Node,37.6696,-121.85
OROLOMA_6_N001,Load Node,36.8869,-120.66
PLCRVLB2_7_N001,Generation Node,38.7302,-120.79
PLCRVLB2_7_N002,Generation Node,38.7302,-120.79
BERESFRD_6_N001,Load Node,37.565,-122.32
BERESFRD_6_N002,Load Node,37.565,-122.32
CLAMMNA_1_N001,Load Node,37.8078,-121.28
COTATI_6_N102,Load Node,38.3097,-122.73
COTATI_6_N101,Load Node,38.3097,-122.73
LOCKHD1_1_N001,Load Node,37.4091,-122.03
RADUM_6_N004,Load Node,37.6726,-121.86
RADUM_6_N001,Load Node,37.6726,-121.86
URICH_6_N001,Load Node,38.0299,-122.1
VICTOR_6_N001,Load Node,38.1456,-121.18
VICTOR_6_N002,Load Node,38.1456,-121.18
NARROWS_6_N010,Load Node,33.1372,-116.29
BIGBASN_6_N001,Load Node,37.1295,-122.17
SPENCE_6_N001,Load Node,36.6136,-121.57
DMNDSPR_1_N001,Load Node,38.693,-120.83
DMNDSPR_1_N003,Load Node,38.693,-120.83
STCKTNAR_6_N001,Load Node,37.9633,-121.32
MILPITAS_1_N001,Load Node,37.4154,-121.89
MILPITAS_1_N003,Load Node,37.4154,-121.89
MILPITAS_1_N005,Load Node,37.4154,-121.89
MILPITAS_1_N006,Load Node,37.4154,-121.89
MILPITAS_1_N008,Generation Node,37.4154,-121.89
MOFTFLD_1_N002,Load Node,37.41,-122.04
SHNGLESR_1_N103,Load Node,38.6596,-120.95
SHNGLESR_1_N001,Load Node,38.6596,-120.95
SHNGLESR_1_N004,Load Node,38.6596,-120.95
NBRANCH_6_N001,Load Node,38.1998,-120.72
ASH_6_N001,Load Node,33.1365,-117.07
ASH_6_N005,Load Node,33.1365,-117.07
ASH_6_N101,Load Node,33.1365,-117.07
MRYSVLLE_6_N001,Load Node,39.1394,-121.58
MRYSVLLE_6_N003,Load Node,39.1394,-121.58
CORNING_6_N004,Load Node,39.932,-122.19
CORNING_6_N006,Load Node,39.932,-122.19
CORNING_6_N102,Load Node,39.932,-122.19
HARDING_6_N001,Load Node,37.9637,-121.29
HARDING_6_N004,Load Node,37.9637,-121.29
STAUFER_7_B1,Generation Node,38.0333,-122.12
SANMATO_6_N001,Load Node,37.5833,-122.32
PHILLIPS_1_N001,Load Node,37.34,-122.03
SONMALF_7_B1,Generation Node,38.2766,-122.46
MCKEE_1_N001,Load Node,37.3664,-121.84
MCKEE_1_N005,Load Node,37.3664,-121.84
MCKEE_1_N101,Load Node,37.3664,-121.84
WARENCYN_6_N001,Load Node,33.0155,-117
WARENCYN_6_N002,Load Node,33.0155,-117
TERMNOUS_6_N001,Load Node,38.1165,-121.42
NUMITAP_1_N003,Load Node,37.5,-122.04
HOLLISTR_1_N001,Load Node,36.8627,-121.41
HOLLISTR_1_N004,Load Node,36.8627,-121.41
HOLLISTR_1_N101,Load Node,36.8627,-121.41
ZANKER_1_N001,Load Node,37.47,-121.81
ZANKER_1_N003,Load Node,37.47,-121.81
OAKC12_7_N002,Load Node,37.7974,-122.28
OAKLND12_7_N001,Generation Node,37.7974,-122.28
CARTWRT_1_N001,Load Node,37.79,-122.25
CARTWRT_1_N010,Load Node,37.79,-122.25
METTLER_6_N001,Load Node,38.0781,-121.29
MPLECRK_6_N001,Load Node,40.7679,-123.87
TOCALOMA_6_N001,Load Node,38.0552,-122.76
OAKLND12_7_N101,Generation Node,37.7974,-122.28
OAKLAND_1_B1,Generation Node,37.8,-122.27
OAKLAND_1_N001,Load Node,37.7974,-122.28
OAKLAND_1_N006,Load Node,37.7974,-122.28
OAKLAND_1_N033,Load Node,37.7974,-122.28
OAKLND3_7_N001,Generation Node,37.7974,-122.28
SANMATEO_1_N001A,Load Node,33.4095,-117.59
SUNYSIDE_6_N001,Load Node,32.658,-117.03
AMESBS_1_N004,Load Node,37.4175,-122.07
AMESBS_1_N101,Load Node,37.4175,-122.07
AMESDST_1_N001,Load Node,37.4175,-122.07
FRANKLIN_6_N003,Load Node,38.0123,-122.26
STATIN-L_7_N001,Load Node,37.8102,-122.27
HAMILTON_6_N001,Load Node,39.7462,-122.01
BRUNSWCK_1_N101,Load Node,39.2311,-121.03
STATINL_1_N001,Load Node,37.8102,-122.27
CPESCNDO_7_A1,Generation Node,33.1255,-117.12
ESCNDIDO_6_N001,Load Node,33.1255,-117.12
ESCNDIDO_6_N046,Load Node,33.1255,-117.12
ESCNDIDO_6_N053,Load Node,33.1255,-117.12
POWAY_6_N001,Load Node,32.9787,-117.03
POWAY_6_N010,Load Node,32.9787,-117.03
BIGRIVR_6_N001,Load Node,39.3115,-123.79
LOYOLA_6_N001,Load Node,37.3607,-122.1
LOYOLA_6_N004,Load Node,37.3607,-122.1
SOUTHBAY_1_B1,Generation Node,32.62,-117.08
AMFORST_6_N001,Load Node,38.3692,-120.8
STATINX_1_N001,Load Node,37.8055,-122.23
STATINX_1_N012,Load Node,37.8055,-122.23
STATINX_1_N014,Load Node,37.8055,-122.23
STATINX_1_N024,Load Node,37.8055,-122.23
CHCARITA_1_N001,Load Node,32.96,-117.09
CHCARITA_1_N004,Load Node,32.96,-117.09
CHCARITA_1_N012,Generation Node,32.96,-117.09
CHCARITA_1_N008,Load Node,32.96,-117.09
MSHR60V_6_N001,Load Node,38.0215,-121.28
MSHR60V_6_N006,Load Node,38.0215,-121.28
CLRKSVLE_1_N001,Load Node,38.6555,-121.06
CLRKSVLE_1_N003,Load Node,38.6555,-121.06
CLRKSVLE_1_N010,Generation Node,38.6555,-121.06
CLRKSVLE_1_N004,Load Node,38.6555,-121.06
WESTLANE_6_N001,Load Node,37.9907,-121.28
ESCNDIDO_2_B1,Generation Node,33.13,-117.12
STONE_1_N001,Load Node,37.3037,-121.87
STONE_1_N005,Load Node,37.3037,-121.87
FREMNT_1_N001,Load Node,37.5411,-121.96
FREMNT_1_N007,Load Node,37.5411,-121.96
FREMNT_1_N013,Load Node,37.5411,-121.96
NRTHTWR_1_N001,Load Node,38.066,-122.2
NRTHTWR_1_N002,Load Node,38.066,-122.2
NRTHTWR_1_N004,Load Node,38.066,-122.2
WATRSHED_6_N001,Load Node,37.4878,-122.31
DELMAR_6_N001A,Load Node,38.7988,-121.22
DELMAR_6_N005,Load Node,38.7988,-121.22
HORSESHE_1_N001,Load Node,38.7443,-121.16
HORSESHE_1_N002,Load Node,38.7443,-121.16
MARTELL_6_N001,Load Node,38.3692,-120.8
MARTINEZ_1_N001,Load Node,38.02,-122.16
ALLEGHNY_6_N001,Load Node,39.4649,-120.84
ENICOLS_6_N001,Load Node,38.9098,-121.54
ROCKLIN_6_N001,Load Node,38.788,-121.23
ROCKLIN_6_N003,Load Node,38.788,-121.23
LYOTH-SP_6_N001,Load Node,37.7219,-121.39
BNAVSTA_6_N001,Load Node,36.6533,-121.63
BNAVSTA_6_N002,Load Node,36.6533,-121.63
BNAVSTA_6_N003,Load Node,36.6533,-121.63
CORRAL_6_N001,Load Node,38.1015,-120.93
CORRAL_6_N003,Load Node,38.1015,-120.93
CLSAJCT_6_N001,Load Node,39.1909,-121.99
BANTA_6_N001,Load Node,37.7529,-121.35
HIGGINS_1_N001,Load Node,39.0435,-121.09
HIGGINS_1_N002,Load Node,39.0435,-121.09
HIGGINS_1_N004,Load Node,39.0435,-121.09
HIGGINS_1_N007,Generation Node,39.0435,-121.09
STATIND_1_N001,Load Node,37.8375,-122.26
STATIND_1_N010,Load Node,37.8375,-122.26
STATIND_1_N013,Load Node,37.8375,-122.26
NEWARKD_1_B2,Generation Node,37.5,-121.96
NEWARKD_1_N001,Load Node,37.5004,-121.99
NEWARKD_1_N012,Load Node,37.5004,-121.99
NEWARKD_1_N126,Generation Node,37.5004,-121.99
CPESCNDO_7_B1,Generation Node,33.1255,-117.12
CARBONA_6_N003,Load Node,37.6922,-121.42
CARBONA_6_N101,Load Node,37.6922,-121.42
ESCO_6_N001,Load Node,33.1157,-117.09
ESCO_6_N004,Load Node,33.1157,-117.09
EVRGREEN_1_N001,Load Node,37.3033,-121.84
EVRGREEN_1_N019,Load Node,37.3033,-121.84
MANDLY3G_7_B1,Generation Node,34.2074,-119.25
MANDLY3G_7_N001,Load Node,34.2074,-119.25
WILLAMET_7_B1,Generation Node,34.3009,-119.19
SCLARA_6_N008,Generation Node,34.3009,-119.19
SCLARA_6_N001,Load Node,34.3009,-119.19
SHLLCHM_6_N001,Load Node,38.0316,-121.95
PROCGEN_7_B1,Generation Node,34.3009,-119.19
OXGEN_7_B1,Generation Node,34.3009,-119.19
MANDLY1G_7_B1,Generation Node,34.2074,-119.25
MANDLY1G_7_N002,Load Node,34.2074,-119.25
MANDLY2G_7_B1,Generation Node,34.2074,-119.25
MANDLY2G_7_N002,Load Node,34.2074,-119.25
SCLARA_2_B1,Generation Node,34.3,-119.19
HARTER_6_N001,Load Node,39.1433,-121.65
HARTER_6_N003,Load Node,39.1433,-121.65
SWIFT_1_N003,Load Node,37.3225,-121.8
SWIFT_1_N006,Load Node,37.3225,-121.8
SWIFT_1_N001,Load Node,37.3225,-121.8
TESSUB_2_N001,Load Node,37.73,-121.93
GRNVALY_1_N011,Load Node,36.9521,-121.76
EMRLDLE_6_N001,Load Node,37.4622,-122.28
GRNVALY_1_N001,Load Node,36.9521,-121.76
